VCID	VC_taxonomy	VC_rank	VC_taxid	VC_linegae	VC_lifestyle	VC_host	VC_hostid	VC_host_lineage	VC_hostrange	lifestyle2
VC_3422_0	Siphoviridae	family	10699	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;;	Unknown	Unassigned	Unassigned	Unassigned	Unassigned	Temperate+Virulent
VC_3423_0	Microviridae	family	10841	Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;;	Virulent	Bacteroides	816	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;	Unknown;single-genus;single-family;single-order;single-class;single-phylum	Virulent
VC_3424_0	Microviridae	family	10841	Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;;	Virulent	Unassigned	Unassigned	Unassigned	Unassigned	Virulent
VC_3425_0	Microviridae	family	10841	Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;;	Virulent	Unassigned	Unassigned	Unassigned	Unassigned	Virulent
VC_3426_0	Siphoviridae	family	10699	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;;	Temperate	Roseburia	841	Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Roseburia;	Unknown;single-genus;single-family;single-order;single-class;single-phylum	Temperate+Virulent
VC_3427_0	Siphoviridae	family	10699	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;;	Virulent	Unassigned	Unassigned	Unassigned	Unassigned	Temperate+Virulent
VC_3427_1	Siphoviridae	family	10699	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;;	Temperate	"Roseburia,Clostridium"	841;1485	Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Roseburia;|Bacteria;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;	Unknown;corss-genus;corss-family;single-order;single-class;single-phylum	Temperate+Virulent
VC_3428_0	Siphoviridae	family	10699	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;;	Temperate	Clostridium	1485	Bacteria;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;	Unknown;single-genus;single-family;single-order;single-class;single-phylum	Temperate
VC_3428_1	Siphoviridae	family	10699	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;;	Temperate	"Roseburia,Clostridium"	841;1485	Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Roseburia;|Bacteria;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;	Unknown;corss-genus;corss-family;single-order;single-class;single-phylum	Temperate+Virulent
VC_3429_0	Siphoviridae	family	10699	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;;	Temperate	"Roseburia,Harryflintia,Clostridium,Alicyclobacillus,Bifidobacterium,Lactimicrobium"	841;1892380;1485;29330;1678;2563777	Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Roseburia;|Bacteria;Firmicutes;Clostridia;Eubacteriales;Oscillospiraceae;Harryflintia;|Bacteria;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;|Bacteria;Firmicutes;Bacilli;Bacillales;Alicyclobacillaceae;Alicyclobacillus;|Bacteria;Actinobacteria;Actinomycetia;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;|Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Lactimicrobium;	Unknown;corss-genus;corss-family;corss-order;corss-class;corss-phylum	Temperate+Virulent
VC_343_0	Myoviridae	family	10662	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;;	Virulent	"Pigmentiphaga,Pseudomonas,Cardiobacterium"	152267;286;2717	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Pigmentiphaga;|Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;|Bacteria;Proteobacteria;Gammaproteobacteria;Cardiobacteriales;Cardiobacteriaceae;Cardiobacterium;	Unknown;corss-genus;corss-family;corss-order;corss-class;single-phylum	Virulent
VC_3430_0	Siphoviridae	family	10699	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;;	Temperate	Unassigned	Unassigned	Unassigned	Unassigned	Temperate
VC_3430_1	Myoviridae	family	10662	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;;	Unknown	Clostridium	1485	Bacteria;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;	Unknown;single-genus;single-family;single-order;single-class;single-phylum	Temperate+Virulent
VC_3432_0	Siphoviridae	family	10699	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;;	Temperate	Clostridium	1485	Bacteria;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;	Unknown;single-genus;single-family;single-order;single-class;single-phylum	Temperate+Virulent
VC_3434_0	Siphoviridae	family	10699	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;;	Temperate	Clostridium	1485	Bacteria;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;	Unknown;single-genus;single-family;single-order;single-class;single-phylum	Temperate
VC_3435_0	Siphoviridae	family	10699	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;;	Temperate	Ruminococcus	1263	Bacteria;Firmicutes;Clostridia;Eubacteriales;Oscillospiraceae;Ruminococcus;	Unknown;single-genus;single-family;single-order;single-class;single-phylum	Temperate+Virulent
VC_3435_1	Siphoviridae	family	10699	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;;	Temperate	"Ruminococcus,Clostridiales"	1263;186802	Bacteria;Firmicutes;Clostridia;Eubacteriales;Oscillospiraceae;Ruminococcus;|Bacteria;Firmicutes;Clostridia;Eubacteriales;;;	Unknown;Unknown;Unknown;single-order;single-class;single-phylum	Temperate+Virulent
VC_3435_2	Siphoviridae	family	10699	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;;	Temperate	"Ruminococcus,Clostridiales"	1263;186802	Bacteria;Firmicutes;Clostridia;Eubacteriales;Oscillospiraceae;Ruminococcus;|Bacteria;Firmicutes;Clostridia;Eubacteriales;;;	Unknown;Unknown;Unknown;single-order;single-class;single-phylum	Temperate
VC_3435_3	Siphoviridae	family	10699	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;;	Temperate	"Ruminococcus,Dorea"	1263;189330	Bacteria;Firmicutes;Clostridia;Eubacteriales;Oscillospiraceae;Ruminococcus;|Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Dorea;	Unknown;corss-genus;corss-family;single-order;single-class;single-phylum	Temperate+Virulent
VC_3436_0	Siphoviridae	family	10699	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;;	Temperate	"Coprococcus,Dorea,Blautia,Drancourtella,Clostridium"	33042;189330;572511;1903506;1485	Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Coprococcus;|Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Dorea;|Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Blautia;|Bacteria;Firmicutes;Clostridia;Eubacteriales;Oscillospiraceae;Drancourtella;|Bacteria;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;	Unknown;corss-genus;corss-family;single-order;single-class;single-phylum	Temperate+Virulent
VC_3437_0	Siphoviridae	family	10699	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;;	Temperate	"Coprococcus,Ruminococcus,Dorea"	33042;1263;189330	Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Coprococcus;|Bacteria;Firmicutes;Clostridia;Eubacteriales;Oscillospiraceae;Ruminococcus;|Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Dorea;	Unknown;corss-genus;corss-family;single-order;single-class;single-phylum	Temperate+Virulent
VC_3438_0	Siphoviridae	family	10699	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;;	Unknown	"Ruminococcus,Blautia"	1263;572511	Bacteria;Firmicutes;Clostridia;Eubacteriales;Oscillospiraceae;Ruminococcus;|Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Blautia;	Unknown;corss-genus;corss-family;single-order;single-class;single-phylum	Temperate+Virulent
VC_3439_0	Siphoviridae	family	10699	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;;	Temperate	Blautia	572511	Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Blautia;	Unknown;single-genus;single-family;single-order;single-class;single-phylum	Temperate
VC_344_0	Myoviridae	family	10662	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;;	Temperate	Escherichia	561	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia;	Unknown;single-genus;single-family;single-order;single-class;single-phylum	Temperate
VC_3440_0	Siphoviridae	family	10699	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;;	Temperate	Clostridium	1485	Bacteria;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;	Unknown;single-genus;single-family;single-order;single-class;single-phylum	Temperate+Virulent
VC_3441_0	Siphoviridae	family	10699	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;;	Temperate	Dorea	189330	Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Dorea;	Unknown;single-genus;single-family;single-order;single-class;single-phylum	Temperate
VC_3441_11	Siphoviridae	family	10699	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;;	Temperate	Dorea	189330	Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Dorea;	Unknown;single-genus;single-family;single-order;single-class;single-phylum	Temperate
VC_3441_14	Siphoviridae	family	10699	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;;	Temperate	Dorea	189330	Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Dorea;	Unknown;single-genus;single-family;single-order;single-class;single-phylum	Temperate
VC_3441_15	Siphoviridae	family	10699	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;;	Unknown	Dorea	189330	Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Dorea;	Unknown;single-genus;single-family;single-order;single-class;single-phylum	Temperate+Virulent
VC_3441_16	Siphoviridae	family	10699	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;;	Temperate	Dorea	189330	Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Dorea;	Unknown;single-genus;single-family;single-order;single-class;single-phylum	Temperate
VC_3441_18	Siphoviridae	family	10699	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;;	Temperate	Dorea	189330	Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Dorea;	Unknown;single-genus;single-family;single-order;single-class;single-phylum	Temperate
VC_3441_19	Siphoviridae	family	10699	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;;	Temperate	Dorea	189330	Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Dorea;	Unknown;single-genus;single-family;single-order;single-class;single-phylum	Temperate
VC_3441_4	Siphoviridae	family	10699	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;;	Temperate	"Ruminococcus,Dorea,Blautia"	1263;189330;572511	Bacteria;Firmicutes;Clostridia;Eubacteriales;Oscillospiraceae;Ruminococcus;|Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Dorea;|Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Blautia;	Unknown;corss-genus;corss-family;single-order;single-class;single-phylum	Temperate+Virulent
VC_3441_5	Siphoviridae	family	10699	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;;	Temperate	"Ruminococcus,Blautia"	1263;572511	Bacteria;Firmicutes;Clostridia;Eubacteriales;Oscillospiraceae;Ruminococcus;|Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Blautia;	Unknown;corss-genus;corss-family;single-order;single-class;single-phylum	Temperate
VC_3441_6	Siphoviridae	family	10699	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;;	Temperate	"Ruminococcus,Clostridiales,Dorea,Blautia"	1263;186802;189330;572511	Bacteria;Firmicutes;Clostridia;Eubacteriales;Oscillospiraceae;Ruminococcus;|Bacteria;Firmicutes;Clostridia;Eubacteriales;;;|Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Dorea;|Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Blautia;	Unknown;Unknown;Unknown;single-order;single-class;single-phylum	Temperate
VC_3441_7	Siphoviridae	family	10699	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;;	Virulent	"Coprococcus,Dorea"	33042;189330	Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Coprococcus;|Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Dorea;	Unknown;corss-genus;single-family;single-order;single-class;single-phylum	Temperate+Virulent
VC_3441_8	Siphoviridae	family	10699	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;;	Virulent	"Ruminococcus,Clostridiales,Dorea"	1263;186802;189330	Bacteria;Firmicutes;Clostridia;Eubacteriales;Oscillospiraceae;Ruminococcus;|Bacteria;Firmicutes;Clostridia;Eubacteriales;;;|Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Dorea;	Unknown;Unknown;Unknown;single-order;single-class;single-phylum	Temperate+Virulent
VC_3441_9	Caudoviricetes	class	2731619	Viruses;Uroviricota;Caudoviricetes;;;;	Temperate	Dorea	189330	Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Dorea;	Unknown;single-genus;single-family;single-order;single-class;single-phylum	Temperate+Virulent
VC_3443_0	Siphoviridae	family	10699	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;;	Temperate	Blautia	572511	Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Blautia;	Unknown;single-genus;single-family;single-order;single-class;single-phylum	Temperate
VC_3444_0	Siphoviridae	family	10699	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;;	Temperate	"Prevotella,Coprococcus,Dorea,Eubacterium"	838;33042;189330;1730	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;|Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Coprococcus;|Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Dorea;|Bacteria;Firmicutes;Clostridia;Eubacteriales;Eubacteriaceae;Eubacterium;	Unknown;corss-genus;corss-family;corss-order;corss-class;corss-phylum	Temperate+Virulent
VC_3445_0	Siphoviridae	family	10699	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;;	Temperate	Roseburia	841	Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Roseburia;	Unknown;single-genus;single-family;single-order;single-class;single-phylum	Temperate
VC_3446_0	Siphoviridae	family	10699	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;;	Virulent	Bacteroides	816	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;	Unknown;single-genus;single-family;single-order;single-class;single-phylum	Virulent
VC_3447_0	Siphoviridae	family	10699	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;;	Virulent	Unassigned	Unassigned	Unassigned	Unassigned	Virulent
VC_3448_0	Siphoviridae	family	10699	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;;	Virulent	Prevotella	838	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;	Unknown;single-genus;single-family;single-order;single-class;single-phylum	Virulent
VC_3449_0	Siphoviridae	family	10699	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;;	Unknown	"Barnesiella,Alistipes"	397864;239759	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Barnesiellaceae;Barnesiella;|Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes;	Unknown;corss-genus;corss-family;single-order;single-class;single-phylum	Temperate+Virulent
VC_345_0	Podoviridae	family	10744	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Podoviridae;;	Virulent	"Desulfovibrio,Bilophila"	872;35832	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio;|Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Bilophila;	Unknown;corss-genus;single-family;single-order;single-class;single-phylum	Temperate+Virulent
VC_3450_0	Siphoviridae	family	10699	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;;	Virulent	Alistipes	239759	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes;	Unknown;single-genus;single-family;single-order;single-class;single-phylum	Virulent
VC_3451_0	Myoviridae	family	10662	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;;	Virulent	"Bacteroides,Parabacteroides"	816;375288	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;|Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Tannerellaceae;Parabacteroides;	Unknown;corss-genus;corss-family;single-order;single-class;single-phylum	Temperate+Virulent
VC_3452_0	Siphoviridae	family	10699	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;;	Virulent	Unassigned	Unassigned	Unassigned	Unassigned	Temperate+Virulent
VC_3452_1	Siphoviridae	family	10699	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;;	Unknown	Prevotella	838	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;	Unknown;single-genus;single-family;single-order;single-class;single-phylum	Temperate+Virulent
VC_3453_0	Siphoviridae	family	10699	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;;	Unknown	Bacteroides	816	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;	Unknown;single-genus;single-family;single-order;single-class;single-phylum	Temperate+Virulent
VC_3453_1	Caudoviricetes	class	2731619	Viruses;Uroviricota;Caudoviricetes;;;;	Temperate	Bacteroides	816	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;	Unknown;single-genus;single-family;single-order;single-class;single-phylum	Temperate
VC_3453_2	Siphoviridae	family	10699	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;;	Virulent	"Bacteroides,Parabacteroides"	816;375288	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;|Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Tannerellaceae;Parabacteroides;	Unknown;corss-genus;corss-family;single-order;single-class;single-phylum	Virulent
VC_3454_0	Myoviridae	family	10662	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;;	Virulent	Butyricimonas	574697	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Odoribacteraceae;Butyricimonas;	Unknown;single-genus;single-family;single-order;single-class;single-phylum	Temperate+Virulent
VC_3455_0	Siphoviridae	family	10699	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;;	Virulent	"Bacteroides,Barnesiella"	816;397864	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;|Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Barnesiellaceae;Barnesiella;	Unknown;corss-genus;corss-family;single-order;single-class;single-phylum	Temperate+Virulent
VC_3456_0	Siphoviridae	family	10699	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;;	Temperate	"Alistipes,Prevotella"	239759;838	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes;|Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;	Unknown;corss-genus;corss-family;single-order;single-class;single-phylum	Temperate+Virulent
VC_3457_0	Myoviridae	family	10662	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;;	Temperate	"Barnesiella,Alistipes"	397864;239759	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Barnesiellaceae;Barnesiella;|Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes;	Unknown;corss-genus;corss-family;single-order;single-class;single-phylum	Temperate+Virulent
VC_3458_0	Siphoviridae	family	10699	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;;	Temperate	"Roseburia,Coprococcus,Ruminococcus,Dorea"	841;33042;1263;189330	Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Roseburia;|Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Coprococcus;|Bacteria;Firmicutes;Clostridia;Eubacteriales;Oscillospiraceae;Ruminococcus;|Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Dorea;	Unknown;corss-genus;corss-family;single-order;single-class;single-phylum	Temperate+Virulent
